a,b,c,d,e,key
0.150499878,0.042801725,0.097109173,-0.031387393,0.056166777,L
0.075157267,0.013561481,-0.127664155,-0.146486605,-0.401574285,I
0.211547246,-0.032612807,-0.154792237,-0.000394032,0.118483406,E
0.158980702,0.040507071,-0.152345665,-0.013068492,-0.373267806,H
0.362688661,0.479515902,0.077965523,-0.416508501,-0.128559991,F
0.159056616,0.426980095,0.255069276,0.042138102,-0.245449346,D
-0.185149866,0.246220557,0.11291277,0.216617669,0.179415395,L
-0.004141893,0.238857969,-0.2952101,0.051782602,-0.112557032,Y
-0.3043229,0.436747564,0.185382888,0.062646321,0.344594568,V
0.190537364,0.405839212,0.260964195,-0.167227542,0.327741626,A
-0.245956685,-0.049511553,-0.267775054,0.021317352,0.204935063,O
-0.358097746,-0.426789699,-0.43530674,0.462300132,-0.446111682,O
-0.286803008,-0.206113925,-0.076547159,0.415909344,-0.043065222,V
0.460984623,-0.116054288,-0.350562014,-0.365227376,0.285980422,M
-0.451001428,0.309217203,-0.199481749,-0.006352341,0.17813148,R
-0.032058296,-0.203272347,0.294518279,0.458913867,-0.147303279,O
-0.496773794,-0.139940818,0.243392375,0.486819693,0.465562119,F
0.140972279,0.470729837,-0.029411126,0.359758181,-0.127205906,G
-0.269511582,-0.237180692,-0.182061196,0.074401225,-0.039485426,J
0.25994263,-0.155004144,0.207121898,-0.482558162,-0.301568202,H
-0.026641923,-0.062253631,-0.110733601,0.196822921,-0.021450285,C
0.389723309,-0.468881765,-0.392112139,-0.048410111,-0.388512015,U
0.332991411,-0.123370412,-0.087317034,0.241938842,-0.376299892,T
0.438012207,-0.057814179,-0.305114215,-0.452693033,-0.018317105,K
-0.321086047,0.044841533,0.342770941,-0.0588887,0.180088944,P
-0.257808812,-0.486764966,0.204075585,-0.178538436,-0.102574718,M
-0.031516938,-0.470703223,0.021157131,0.160367039,-0.479260697,H
0.329076812,-0.441132208,0.463489471,-0.274915856,0.142364133,I
0.013552933,0.087660015,-0.448440745,0.330500221,-0.330743443,W
-0.330719068,-0.222088565,0.222653316,-0.349385768,0.447506145,G
0.249307032,0.108618829,-0.299766211,0.344405556,-0.016246461,H
-0.335449311,-0.205195803,-0.159356072,0.02184336,0.199390241,I
0.314307517,0.047132906,0.403214416,-0.285517784,-0.423999509,Q
0.244483424,0.00484368,0.156675431,-0.49299267,0.187157592,R
0.2563681,0.430962148,-0.215891143,0.299119186,-0.171420855,J
-0.011059607,-0.309572329,0.312792882,0.200323615,-0.353478763,C
-0.048443827,-0.188921766,-0.033548195,-0.449899659,-0.256411034,D
-0.251651226,-0.071175324,-0.283181967,0.12484351,-0.017911486,B
-0.379572763,-0.17935746,0.252572357,0.032243724,0.145793487,D
-0.311183798,-0.234683748,-0.051219497,0.011607791,-0.066658118,U
0.400938751,0.357016539,-0.308533751,-0.332538558,0.43133699,N
-0.095956187,0.458025847,0.041369363,-0.369176903,-0.063591314,C
-0.493382479,0.453757375,-0.379460842,0.110328759,0.366779585,M
-0.258662143,0.038003597,0.436128557,0.425328531,0.051530739,X
-0.423794669,-0.329214156,-0.120402502,0.299393702,-0.31094086,W
0.107614234,-0.387099771,0.13371808,0.11942361,-0.144558607,N
-0.357968048,0.092721672,-0.237234267,0.290910299,0.279047234,L
0.306175987,-0.187249805,0.416624631,-0.41020087,0.340987442,J
0.462813159,-0.348648001,0.343494205,-0.120348631,0.436471835,N
0.15527498,0.479107812,-0.377040672,-0.411552591,-0.019186876,K
-0.061452809,0.226067826,0.106521516,0.495182085,-0.132997019,N
-0.171625718,0.388360144,-0.409321595,0.193454953,-0.217365394,L
0.063871427,0.185495725,0.102326933,0.32021912,0.42759683,C
0.14838099,-0.121077726,0.409514221,-0.367300503,0.302674689,F
-0.092648579,-0.331546913,0.472093832,0.129504412,0.451015257,E
0.463384406,0.032907057,-0.113533984,-0.452602586,-0.055661964,S
-0.365767463,0.202403146,-0.216284814,-0.139877019,0.233587687,C
-0.201783047,-0.388898639,-0.480761743,0.485263109,-0.40697501,I
0.438362522,0.42367464,-0.489313662,-0.3098809,0.097756942,E
-0.18204814,-0.423976341,-0.338423829,0.472969981,0.23895168,H
0.101564343,-0.269623267,-0.397489232,0.143388726,0.199590819,X
0.415159403,-0.005908103,0.382699178,-0.105291764,-0.292236495,O
-0.251222408,0.265724755,-0.368134931,0.410889394,0.206138737,I
-0.066492582,0.433520729,-0.101819813,-0.060932082,0.410161784,Q
0.109384012,0.197728185,-0.188918926,-0.198122781,-0.336553158,C
-0.376257061,0.083094451,0.122586529,0.255660105,0.42622969,R
0.208033997,0.030487487,-0.116189715,0.489017652,-0.197048787,W
-0.231859223,-0.338430954,0.042144544,0.225069038,0.119176299,Y
-0.397480087,0.104939459,0.321554569,0.491545481,0.254959774,V
-0.162399591,-0.308413819,-0.122068879,0.160914025,-0.053455671,L
-0.479039572,0.08371865,-0.227102593,-0.128367088,-0.305502463,O
-0.396481963,-0.254447388,-0.032824226,-0.469126727,0.193418827,K
-0.027978497,0.288152382,0.441422476,0.201524487,-0.019723774,S
-0.271108526,0.319570835,0.342452921,-0.173325744,0.045770349,Y
-0.36946421,0.489475418,0.326962003,0.299496447,-0.200900555,C
-0.431048041,-0.055975838,0.177914532,0.178295185,0.161479783,U
-0.032839096,-0.247689096,-0.016879442,0.420084492,-0.333441291,R
-0.183877201,-0.065131439,-0.115690501,0.083678809,0.015535951,J
0.359314849,0.044128653,0.13875324,-0.194559607,0.411659793,V
-0.267536756,0.11139662,-0.228096634,-0.082352254,-0.210740464,U
0.421612812,-0.019174944,-0.313809635,-0.480616348,-0.307129325,Y
0.379048542,0.223741992,-0.418347474,0.23983932,0.10721737,R
-0.471981578,0.496071811,-0.216869253,-0.075565492,0.087799731,X
0.33603393,-0.087204783,0.497995486,-0.161571742,-0.228230535,O
0.376632289,-0.220154257,0.038998309,0.037298488,0.069577918,B
0.145871397,-0.366457657,0.36164117,0.144711289,-0.390563505,P
-0.112997974,-0.284199554,0.240965427,-0.412039936,-0.373760574,F
-0.074884846,-0.42229643,-0.455930894,0.02212795,0.17778798,J
0.259690753,-0.414872142,0.136064079,0.10835117,-0.407562908,D
-0.154002543,0.280940034,0.223250267,0.000943334,-0.227677473,I
-0.389229558,0.037244756,-0.096518477,0.177932113,0.454685786,W
-0.160573067,0.210758756,-0.406075575,-0.017414336,-0.290003117,Y
-0.466454465,-0.244810383,0.027249708,-0.04515836,-0.380784896,V
-0.067696439,0.295695377,-0.180457686,-0.283172206,0.212111988,O
-0.014128864,-0.250718481,0.496104079,-0.150720073,0.405413353,O
-0.46811415,0.087343495,0.227946285,-0.050166985,-0.234934725,P
-0.222379346,0.175036474,0.121339853,-0.153580402,-0.363375742,L
0.308327548,-0.117414191,0.214389748,0.368651992,0.267864205,T
-0.048450053,-0.434345637,-0.056334052,0.298332325,-0.388293833,D
0.283700742,-0.420576676,-0.455970251,-0.359881203,-0.220667565,I
0.22744839,-0.426314194,0.180188034,-0.108267831,-0.17980951,V
-0.468295829,-0.258333224,-0.084092241,-0.472726155,0.08773732,J
0.34101073,-0.082014955,0.403139473,-0.444817952,-0.352535153,M
-0.214846941,-0.296780605,-0.105281535,0.43365598,-0.297831238,N
-0.005977542,-0.461300692,-0.175148635,0.027686179,0.082379367,W
-0.471518037,-0.250049612,-0.445481465,0.406292529,-0.245538041,C
0.384968249,-0.008493096,-0.010669775,0.219195631,0.169145477,F
0.123020473,0.466210771,0.103627309,-0.236958071,0.442276315,U
0.015154401,0.16351369,0.211808557,-0.271451622,0.055492402,A
0.310143125,0.167238827,0.236662923,0.002478421,-0.488549629,L
-0.298999794,0.061448093,0.470104796,0.389632299,0.140353358,P
0.341223975,0.299598395,0.152598895,-0.208653141,-0.269589171,Z
0.366803705,-0.239574733,0.006337106,-0.446348917,0.431748188,Y
0.266037463,-0.083867103,-0.059317249,-0.445879663,0.34047179,R
0.456239548,0.183034713,0.47220055,-0.114017293,0.336610678,H
0.419507519,-0.162161443,0.292043087,-0.474350272,-0.008820313,H
0.451624511,-0.185704418,-0.146085031,-0.031032251,0.00364788,X
0.08547194,-0.284656067,0.477225012,0.021656153,0.050898548,R
-0.29587449,-0.176968742,-0.355017274,0.431416848,0.342885119,G
0.128091487,0.40592575,-0.020655593,0.037489433,-0.237139664,M
-0.470207885,-0.326727753,0.342736143,-0.398368285,0.232893205,P
-0.078858085,-0.043626748,-0.450054619,0.494248818,-0.333567514,V
-0.154764475,-0.007295294,0.104443664,-0.324104,-0.268920208,Y
-0.295683685,0.452359959,0.11857446,0.36142341,-0.016421208,G
-0.399140038,-0.17457374,-0.37656323,0.319183122,0.236619125,L
-0.28745744,-0.135452462,0.137072821,0.194934086,-0.398857703,Y
0.310147247,0.312077564,0.426225718,0.210511571,0.346666466,H
-0.31475693,-0.305433164,-0.262880051,0.397923376,0.31886315,Y
-0.374204422,0.33879811,0.454651619,0.301352688,-0.23593408,K
0.102673713,-0.046011157,0.391438099,-0.426259232,-0.338480374,A
-0.384609891,-0.295251763,0.247465531,0.412059507,0.269186924,U
0.136437645,-0.018338872,0.278789952,0.480282008,0.040256308,F
0.330085266,0.471438191,0.052457684,-0.474670529,-0.084396413,H
0.085969917,0.090432022,-0.104656468,0.476223906,0.000407481,J
0.365021701,0.100148137,0.224938341,0.049184311,-0.147693053,G
-0.17054018,-0.438235571,0.48405914,0.138528633,0.452800856,X
-0.391317483,-0.189449223,-0.197944577,-0.058141424,-0.421835457,O
0.055918741,0.086887597,-0.423628474,-0.42544166,-0.274796062,I
-0.416189545,0.286590647,-0.041784374,-0.442376097,-0.386572614,W
0.063362078,-0.306326525,0.079092631,0.122256779,0.083092438,X
-0.49789507,-0.240667665,-0.321271155,-0.360139716,-0.30067222,N
-0.287471881,0.195828039,0.238068664,-0.228852805,0.21561201,A
0.311877454,-0.283996296,0.278178333,0.01454671,-0.101631522,O
-0.223012744,0.132087242,0.117173186,-0.275796964,-0.110227336,R
-0.304119708,0.111285982,0.266703932,-0.358740481,-0.065505362,V
-0.352444375,0.456439732,0.057486082,-0.113247314,0.138979019,C
-0.187634944,0.240893272,-0.051123735,0.338476091,0.236369392,K
-0.065663184,-0.058881719,0.147780288,-0.446109947,-0.009921943,D
0.303123875,0.186914007,-0.499929463,-0.283931272,-0.093758098,F
0.36090932,-0.262832954,0.35818678,-0.381712689,-0.468570107,R
0.364217732,-0.020663955,-0.45695559,-0.106430229,-0.366565327,B
0.111313096,-0.04164691,-0.43528496,-0.480667448,-0.314867519,P
-0.188485928,-0.364641688,-0.474705907,0.061752271,0.316226215,G
0.380139984,0.017081676,0.482279707,0.427740428,-0.19191542,X
-0.113150373,-0.349280452,-0.154327168,-0.102474617,0.209195111,W
0.259330612,-0.259944983,-0.355496434,-0.067767972,-0.440935295,L
-0.216043675,0.07722943,-0.49875439,0.254019684,0.411404577,P
0.272669339,-0.341513502,-0.013513972,0.189652346,0.09656183,O
-0.423867596,0.304292487,0.305419158,0.162679183,-0.401883583,C
0.378567909,-0.437858674,0.455853776,-0.030921923,-0.336261038,A
-0.459658411,-0.373254758,-0.199415559,-0.490270196,-0.058341389,Z
-0.297956544,0.387215418,-0.452736286,0.338254647,-0.295236717,F
0.23825505,-0.129060437,0.346432318,-0.109595001,0.49120511,P
0.324483489,-0.314625006,-0.204266754,0.044135633,-0.270589544,A
0.205673455,0.443085631,-0.134023858,0.278216688,-0.440629333,I
-0.292750278,-0.289093674,-0.296828984,0.117077455,0.39897567,X
0.041589032,0.068901714,-0.040363851,0.100510112,-0.218557667,C
0.132203959,-0.26258827,0.31296603,-0.136725052,0.413134583,Z
0.266267562,0.124059222,-0.312626772,-0.320502171,-0.126281528,K
0.124195765,0.316360344,0.38675465,0.002063018,-0.407797124,X
-0.178116187,0.302543828,-0.335334298,-0.046393954,-0.140052918,Q
-0.197904431,0.282025212,0.253552387,0.44916441,-0.122336134,M
0.196770627,-0.483085394,-0.161987007,0.086008957,-0.467843847,B
0.104823208,0.385338082,-0.123673859,0.177529191,-0.180820308,V
0.361771252,0.328983928,0.362607176,0.352888781,0.003454832,D
-0.05030067,-0.357327162,0.176395755,0.045324789,0.323291084,X
0.440618506,0.297215185,-0.226093977,0.403522689,0.088120667,A
-0.48826504,-0.406411302,-0.47392403,0.485645563,-0.162221963,C
-0.291364742,-0.258434267,-0.488797098,-0.315425686,-0.406076119,L
0.127676295,-0.405784551,-0.314872617,0.446202512,-0.401355238,X
0.052209202,-0.374193152,0.256164609,0.200952133,-0.378034779,E
-0.406877418,-0.22407311,-0.223698203,0.178340577,-0.039827743,Z
0.081004198,0.110946623,0.053196792,0.230302547,0.25042145,E
-0.146274047,-0.098963185,-0.345144129,0.378621734,0.196735307,G
-0.142337512,-0.377478527,0.437393573,-0.369574522,0.281601102,P
-0.220911517,-0.265993416,0.186188497,0.134491603,0.327887283,P
-0.012689373,0.393897552,0.193009371,-0.077539385,0.493220057,A
-0.085496807,0.035614956,-0.385004541,0.293012408,0.364535343,W
0.416247499,0.470266406,0.272842031,0.417778846,0.470290147,P
-0.455160905,0.396992715,0.153694636,-0.458275247,0.043373112,Q
0.196458783,-0.493085668,-0.391262043,0.174925932,0.249179605,F
0.070279978,-0.382528135,0.493224799,0.448891142,0.359567944,L
0.185235567,0.015595895,-0.107855878,0.001257928,-0.05057961,P
0.364248687,0.210793596,0.341335258,0.241130043,0.169264956,O
-0.189714174,0.298111048,-0.157127314,-0.383603669,-0.227660023,K
-0.229086161,0.248337274,0.360333975,-0.275682095,-0.45111195,G
0.055229748,0.29102548,0.099932298,0.26720381,0.479271261,L
-0.217354204,0.250849352,0.358370818,0.244764199,0.353684096,K
-0.038512381,-0.264915804,0.093874339,0.228859064,0.378427453,V
0.367284111,-0.030586896,-0.349660956,-0.286011584,0.281573926,S
-0.04028788,-0.185280574,-0.054546941,-0.316766448,-0.209066962,D
-0.103366204,-0.088063395,-0.184574108,-0.324502129,-0.440894616,O
0.401890738,0.272103092,0.232164869,-0.045339205,-0.025446583,R
-0.217379085,0.101642634,0.324951406,0.426536394,0.445265701,F
0.113249885,-0.080898101,-0.321581509,-0.388553364,-0.118485349,C
0.059925012,-0.310771109,-0.050707951,-0.309577619,0.387914836,O
-0.473201478,0.176469157,-0.451003823,0.070548355,-0.036687343,R
0.391541109,0.261552432,-0.28608075,-0.451110457,0.047737485,B
0.169116688,0.123404671,0.114259931,-0.234861261,0.397867115,F
-0.332385202,0.020849701,-0.43845394,-0.452817249,0.303616754,I
-0.009010544,-0.288443292,0.496863126,0.442470426,-0.281571977,G
0.405459296,-0.01254569,-0.487174446,0.303569581,-0.173661244,I
-0.206484652,0.338586819,0.084316745,-0.258794289,0.301905796,I
-0.097232142,0.225974054,0.296908277,0.298136258,-0.37878943,V
-0.03545104,-0.015580181,0.083195064,-0.301132155,-0.132606938,L
0.429077538,-0.368987249,0.048624721,0.254828396,0.334857731,F
-0.180399592,-0.399035614,0.279416749,-0.446465287,0.020625674,U
0.31331932,0.033500215,-0.336414931,0.224798135,-0.021368094,T
-0.074812153,-0.070853193,0.318728684,-0.029992892,-0.365922245,P
-0.322889509,0.1721523,0.04696539,-0.06656008,-0.197852718,Z
0.411458423,0.233501417,-0.323472866,0.392040891,-0.0353805,S
0.377896356,-0.15205663,0.110931303,-0.232843642,-0.378673546,A
0.258530341,-0.312106451,0.300721051,-0.476479225,-0.426544491,R
0.153822597,0.087646508,-0.365209813,0.460675727,-0.229183524,Y
-0.385192254,-0.115398646,-0.364999543,-0.139562847,0.272521511,I
-0.001026731,-0.256100972,0.366456549,0.180686106,-0.166966621,P
-0.289921164,0.020596961,-0.326368686,-0.025295525,-0.403637253,S
0.315835775,-0.081586722,0.143340546,-0.200783165,0.170734108,R
0.262777718,-0.386136888,0.176770255,-0.007379843,0.435142106,G
-0.143719503,0.057051626,-0.278054716,-0.015950494,-0.203431244,W
0.433204302,-0.487221901,0.459231191,-0.124939761,-0.388565963,U
-0.191584715,0.419688208,-0.267014008,-0.425198816,-0.364360113,O
-0.499987381,-0.2981771,-0.237186869,0.366636743,0.184883737,M
-0.047919375,0.076403738,-0.130095664,0.437145982,0.006120632,D
-0.388051065,-0.497591589,-0.065281613,-0.047737084,-0.480084987,V
0.423914448,0.488706144,0.120900972,-0.394743365,-0.036859624,A
0.05779901,0.078736149,-0.191331989,-0.016109493,0.054551956,O
-0.494945075,-0.148071374,0.182600503,-0.195269011,0.494914373,C
0.287604982,0.330630898,0.083749301,0.444704308,-0.314091516,Y
0.007236561,-0.177488487,-0.265390691,-0.467792384,0.318671159,H
-0.343423599,0.204572593,-0.242583066,0.495432956,-0.0564659,E
0.462824164,0.184826149,0.218299566,0.064440133,-0.18938566,A
-0.253740431,0.252066012,0.15809689,0.05180651,0.070340211,R
0.22631966,-0.086353761,-0.092620889,0.035596417,0.106290103,L
-0.31199094,-0.391352802,0.176919595,-0.036410991,-0.476712146,Y
-0.299968131,-0.413348453,0.487740074,0.165629094,-0.489471587,R
0.167402,-0.375231058,0.116094808,0.474793609,-0.462981463,C
0.175868465,0.069417078,0.204052694,0.100881815,0.429566641,O
0.437816832,0.020598574,-0.029014709,-0.40577872,-0.032695463,I
-0.283604418,0.139834796,-0.128598321,0.143385746,-0.386444,B
-0.059656434,-0.007924339,0.380496033,-0.398816836,0.385657209,R
-0.371919038,-0.370143007,-0.300119932,-0.449706479,-0.068921604,I
-0.364342211,-0.22062228,0.093850182,-0.118993307,0.186080043,E
0.201844496,0.366753727,-0.348675808,0.312647589,-0.068870249,G
0.336784933,-0.169165892,0.114612355,-0.380020689,-0.005529953,Z
-0.236834617,0.319756669,-0.474993647,0.456983045,-0.036990507,I
-0.023340186,-0.301763107,0.02985409,-0.481333446,-0.481739506,M
0.05175323,0.027647169,0.419234122,-0.208493067,-0.130434997,Z
-0.336095961,-0.242736724,-0.257454237,0.265630583,0.409322407,S
-0.239458194,0.309319387,-0.383613942,-0.330607891,-0.209488163,F
-0.106562741,0.177262251,0.048027925,-0.179322219,0.023289927,G
-0.17961179,-0.19401538,0.066370414,0.047538647,0.204444895,M
-0.467190696,0.2003794,0.148201244,-0.266445131,0.087095789,O
0.131699649,0.305031284,0.060344404,-0.471464089,-0.104734001,J
0.399506079,-0.433240047,-0.319641974,-0.101759256,-0.175614497,N
-0.27587476,-0.468055481,0.285936509,-0.453424953,-0.396841436,V
-0.30860841,0.198063617,-0.256490385,0.471080549,-0.044964932,I
-0.380503674,0.342727353,0.431226772,-0.132563234,0.44290372,N
-0.476564687,-0.492015222,-0.083749094,-0.218559274,0.18232255,Z
-0.465620109,0.121609456,0.104586559,0.469062421,-0.478320788,J
-0.345109326,-0.440221494,0.062844611,0.058369142,0.031609458,Q
-0.168281703,0.016658131,-0.261042601,-0.139941619,-0.284999466,V
0.189734046,0.280528907,0.206077604,-0.275308427,0.179208998,B
0.205425613,0.167166219,0.388148903,-0.420335924,-0.383909134,Y
-0.071562477,-0.219075855,0.371675729,-0.16713437,-0.258862204,W
-0.130306148,-0.275176439,-0.071306781,-0.379447941,0.110368339,A
-0.246729533,-0.481669608,0.413856808,-0.462188598,-0.001927815,N
-0.340166868,-0.439233143,0.002710597,-0.259262303,0.378844407,Q
-0.015319296,-0.067218545,-0.481801942,0.286329318,-0.139171175,M
0.264776821,0.059672709,0.34844413,-0.166495217,0.227082097,X
-0.149210815,0.401781346,-0.449596279,0.416518646,0.410707549,C
-0.465832592,-0.236283187,-0.108207831,-0.186299423,0.448054523,Z
-0.419743854,-0.292729889,0.413260733,0.274153592,0.430076489,G
-0.059568439,0.400179626,-0.18867853,0.311646747,0.07261641,Z
0.416939818,-0.130215755,0.437329368,-0.077578799,0.392322277,F
0.121184956,-0.302092176,-0.287518298,0.240900003,-0.427512566,B
-0.469140855,0.479879025,-0.49596807,0.17714521,-0.19625886,S
0.414511979,0.295614201,-0.028995714,0.353240526,0.112169058,E
-0.192264464,0.067489055,0.077326243,-0.292525538,0.035903329,P
0.434306565,-0.396068432,-0.471126934,-0.212949984,-0.009406766,G
-0.283827393,-0.276252329,0.436985688,-0.336011077,0.152666016,C
-0.160320927,0.227656214,0.305694303,0.275032083,-0.079586013,H
-0.384625383,-0.35686067,0.004179431,-0.042208002,0.350277261,L
0.10721068,0.332699087,-0.231079918,-0.184714605,0.357636848,Y
-0.326495313,-0.011614018,-0.130081294,-0.469747601,0.26472285,H
0.260823671,0.437264828,0.469952962,0.469510853,0.058916977,X
-0.256121425,-0.327370319,0.305608412,-0.104789479,-0.020484295,N
0.247343077,-0.315214989,0.279361046,-0.110794518,-0.359867275,Y
-0.003692705,0.271492009,-0.013128876,0.07717899,0.447130914,G
-0.133490246,0.111369734,-0.120013313,-0.026763072,0.100994845,H
0.367408473,-0.420416113,-0.089131757,-0.242987002,-0.049665015,E
0.048465196,-0.184186424,0.064577214,-0.005244946,0.187064374,Y
-0.110542917,0.050976629,-0.060615132,0.013580298,-0.011339781,Y
0.434883597,0.153438619,0.389440959,-0.117944906,-0.175372562,T
-0.498633501,-0.350559959,-0.302790295,-0.002355952,-0.072757484,J
0.436459002,0.323375944,0.021669979,-0.446052269,-0.216558341,V
-0.23487971,-0.364851918,0.279447046,0.045914379,0.018675451,N
0.055685612,-0.468454693,0.282920109,-0.040377223,-0.260329649,K
-0.354063133,0.124540589,-0.094073615,-0.147378794,-0.481681556,Y
-0.309452533,-0.099101617,-0.323708148,-0.443646709,0.11591311,P
0.413224141,-0.00355656,0.375807276,0.448703246,0.171844429,G
-0.27988369,0.186088496,0.136578289,0.18941923,-0.299678644,P
0.193110973,0.227061338,0.292982748,-0.303045981,-0.255696053,L
0.296231669,-0.148810747,-0.262827636,-0.339341577,0.422001202,G
0.42107946,-0.480635008,-0.290757611,0.010953953,0.496517973,V
-0.335992805,-0.080700963,-0.122991592,0.369780999,-0.090228136,F
0.470847207,-0.491187842,0.481927108,0.429719817,0.438160601,A
0.000952349,-0.046674036,-0.002514903,0.000589396,0.426610153,W
0.239731171,-0.404124946,-0.292897805,-0.31969476,0.450038203,F
0.372624384,0.339914062,0.495329527,-0.492208305,0.216493033,F
-0.479261084,0.019179954,-0.458957654,-0.42202267,0.094259351,D
0.255510829,-0.441119414,-0.41864566,-0.094931752,-0.44756235,N
0.451028462,-0.305630377,-0.479534591,-0.224703937,0.313170076,R
-0.033834834,-0.041795541,0.295129235,0.324956102,0.209500536,T
-0.490678678,0.037007926,0.022823218,-0.353875564,-0.025841765,Q
0.148452479,-0.49710462,0.353323143,-0.29314527,-0.32473897,J
-0.3142552,0.22081442,0.462782241,-0.27369442,0.051062164,C
0.374461865,-0.39800567,-0.488925918,-0.486036635,0.322898918,Q
-0.113116205,0.266126605,0.21693314,0.167482067,0.164166957,H
-0.426619492,0.129686307,-0.250032647,0.235674219,-0.04259101,P
0.282573506,-0.256882585,-0.12665737,-0.36979536,-0.203280744,T
0.332896665,-0.433019002,-0.313768097,-0.186689907,-0.38390093,M
-0.09152798,-0.307143961,-0.399669205,0.241427398,-0.432711361,K
-0.207007964,-0.065028694,0.05399834,-0.167205587,-0.299693083,O
-0.172616236,0.137621425,-0.182256394,0.17732497,-0.181361004,T
0.258792377,0.241617098,0.326356733,0.481028676,0.160881092,Z
-0.376105517,-0.050203374,-0.177868738,0.232378626,0.460177411,S
-0.470624163,0.212598555,-0.403267993,0.23758406,0.24241342,J
-0.390554701,0.295177913,-0.015750325,-0.135773645,-0.293904515,Y
-0.266539533,-0.476063711,0.217607154,0.421726705,0.210900163,X
-0.012634875,0.164726311,0.189832066,0.059099614,0.471405404,Q
-0.237938206,0.447012298,0.07674246,0.402148836,-0.2233536,H
0.480570747,0.392964851,0.405870976,-0.47691537,0.367561616,J
0.495217657,0.443722586,0.487711905,0.272887898,0.150494845,N
-0.157053424,-0.040799654,0.275097472,-0.082103427,-0.388335795,C
-0.369000796,0.352518386,-0.206064854,0.342086875,-0.027196603,Z
-0.386836891,-0.051886311,0.441168238,-0.270412365,0.03773009,K
0.158933136,0.012512563,-0.136648233,-0.467685987,0.1634081,S
0.374640337,-0.441070955,-0.132608516,0.327128275,0.058919513,U
-0.171322938,-0.207026702,0.26540361,-0.105364717,-0.162174057,W
-0.146692417,0.012668328,0.350062084,-0.121754466,0.11070731,S
0.195108361,-0.484728532,-0.406162349,0.435743107,-0.049639778,M
-0.058927414,-0.235838798,0.13466857,-0.16286329,0.442290762,A
-0.281790993,-0.270400467,-0.310341685,0.437037179,0.228226153,O
-0.284874436,-0.098994823,0.072020776,-0.052019332,0.374003341,N
0.015843127,0.130324984,-0.21851025,0.458354417,-0.468116173,S
-6.36E-05,0.423549164,0.362955208,-0.018571839,0.004516168,C
-0.149468159,0.187876204,0.464278314,-0.174728481,-0.0583672,J
0.049486835,-0.092028884,-0.088887792,0.438153724,0.029131043,R
0.287562127,0.435272909,-0.022518053,0.262334966,0.306606709,Z
0.374173029,-0.40105558,0.078766427,0.241183374,0.186501241,P
-0.01528594,0.493609108,-0.436471931,-0.366174678,0.435337459,S
0.316452827,-0.355085762,0.204734119,-0.052541997,0.251630266,B
0.072953568,0.486651809,-0.139030811,0.004479231,0.436070364,A
-0.121055169,-0.139392217,0.100012339,0.186598433,-0.12683966,Y
0.361078972,-0.216353118,0.338777166,0.134354577,0.197347681,K
0.297940143,-0.219723313,0.280441899,-0.299936049,-0.216775646,D
0.282336513,0.438864888,0.443233127,0.243841406,0.467622128,L
0.01072354,-0.447555158,0.141241117,-0.463808844,-0.232404305,J
-0.104695921,0.456031239,-0.138261509,0.041190491,0.108444322,Q
-0.464314214,-0.043234488,0.383362351,0.149298269,-0.386747359,X
-0.496293728,0.309024695,-0.093431813,-0.039650627,0.435312889,U
0.414687742,0.406636318,-0.473579972,-0.18978337,0.166327478,N
-0.410583786,-0.461190822,0.160480429,-0.108783652,0.414311649,L
-0.275846182,0.177662916,-0.182376863,0.477524416,-0.353157132,D
-0.467064645,-0.342749033,-0.133776723,-0.044532729,-0.321395891,I
-0.347967681,-0.482343393,-0.354870229,0.070356071,0.173560982,A
-0.187669752,-0.128117986,-0.458461966,0.449116372,0.336441062,H
-0.162518466,-0.433064096,-0.337530328,-0.203681316,-0.28014262,D
-0.369945626,0.27566378,0.35960177,-0.050102906,-0.096685199,Q
0.068044013,0.459602722,0.078871843,-0.404178166,-0.436846766,R
0.381006894,-0.050807126,0.459000265,-0.483992674,-0.435763561,O
-0.085891921,0.394068633,-0.497363874,0.326438932,0.233058651,E
-0.481001444,0.420381883,-0.261440975,0.40744778,-0.344519014,H
-0.429537858,-0.375913628,-0.304808468,0.149121334,-0.030445469,H
-0.256590499,0.091982981,0.278063458,0.142719934,0.277482874,T
0.05092262,-0.217181505,0.16506742,0.020790129,0.098286027,T
0.004863267,0.291558724,0.408755796,0.40918878,0.392097453,Y
-0.393128065,-0.414899851,0.48086751,0.036873217,-0.100839131,I
-0.231352046,0.497673287,0.247828525,-0.384095955,-0.145551861,I
0.058138356,-0.223247643,0.072084182,-0.019349151,-0.37047165,C
0.052312442,-0.306503026,0.353489696,0.487212554,0.01611638,T
0.139319513,0.459784909,0.006982907,-0.075009877,0.104086781,P
-0.21122893,0.28692225,0.453218008,0.428309433,-0.37565435,F
0.439876152,0.387815344,-0.426621491,0.26156595,-0.380436539,G
-0.239386093,0.432197303,-0.164546003,0.193845176,-0.470765451,T
-0.388604089,0.428633283,-0.499714063,-0.078606558,0.161158856,C
-0.429274556,-0.049712124,0.293931058,-0.488041159,0.052573065,U
-0.336979206,-0.174983259,0.159128278,0.114855325,-0.343752801,L
-0.449490841,0.406303024,-0.427210605,-0.353284482,0.020296811,Z
0.200493155,0.259980763,-0.091525007,0.107121407,0.442298393,F
-0.299226774,0.478025169,0.307526997,0.493148992,0.07469305,K
-0.497719529,-0.341110954,-0.114181665,-0.373263481,-0.347404324,N
